"","FileNumber","ResultCode","AccountStatus","PermitStatus","DateIssued","DateExpired","AnnualTimeStart","AnnualTimeEnd","ProjectTitle","FirstName","LastName","Organization","HUCNumber","WaterbodyName","BasinName","StreamName","LocationDescription","CommonName","Population","Run","Production","LifeStage","Sex","TakeAction","CaptureMethod","ExpTake","IndMort","Species"
"89","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A","San Juan Islands and other coastal areas near Anacortes and Bellingham","Includes San Juan Islands and other coastal areas near Anacortes and Bellingham and the Straight of Juan de Fuca out to the western boundary of the Puget Sound/Georgia Basin DPS for yelloweye and bocaccio rockfish.","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Trap, Not listed here",50,2,"Puget Sound Chinook salmon"
"90","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A","San Juan Islands and other coastal areas near Anacortes and Bellingham","Includes San Juan Islands and other coastal areas near Anacortes and Bellingham and the Straight of Juan de Fuca out to the western boundary of the Puget Sound/Georgia Basin DPS for yelloweye and bocaccio rockfish.","Chinook salmon","Puget Sound","Mixed","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Trap, Not listed here",50,2,"Puget Sound Chinook salmon"
"91","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A","San Juan Islands and other coastal areas near Anacortes and Bellingham","Includes San Juan Islands and other coastal areas near Anacortes and Bellingham and the Straight of Juan de Fuca out to the western boundary of the Puget Sound/Georgia Basin DPS for yelloweye and bocaccio rockfish.","steelhead","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Trap, Not listed here",50,2,"Puget Sound steelhead"
"92","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A","San Juan Islands and other coastal areas near Anacortes and Bellingham","Includes San Juan Islands and other coastal areas near Anacortes and Bellingham and the Straight of Juan de Fuca out to the western boundary of the Puget Sound/Georgia Basin DPS for yelloweye and bocaccio rockfish.","steelhead","Puget Sound","Mixed","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Trap, Not listed here",50,2,"Puget Sound steelhead"
"93","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound including Admiralty Inlet, Central Basin, Whidbey Basin, and South Puget Sound Basin","The main basins of Puget Sound including Admiralty Inlet, Central Puget Sound, Whidbey Basin, and South Puget Sound.","bocaccio","Puget Sound/Georgia Basin DPS","N/A","Natural","Juvenile","Male and Female","Intentional (Directed) Mortality","Hand and/or Dip Net",2,0,"Puget Sound/Georgia Basin DPS bocaccio"
"94","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound including Admiralty Inlet, Central Basin, Whidbey Basin, and South Puget Sound Basin","The main basins of Puget Sound including Admiralty Inlet, Central Puget Sound, Whidbey Basin, and South Puget Sound.","yelloweye rockfish","Puget Sound/Georgia Basin DPS","N/A","Natural","Juvenile","Male and Female","Intentional (Directed) Mortality","Hand and/or Dip Net",3,0,"Puget Sound/Georgia Basin DPS yelloweye rockfish"
"95","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound including Admiralty Inlet, Central Basin, Whidbey Basin, and South Puget Sound Basin","The main basins of Puget Sound including Admiralty Inlet, Central Puget Sound, Whidbey Basin, and South Puget Sound.","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,1,"Puget Sound Chinook salmon"
"96","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound including Admiralty Inlet, Central Basin, Whidbey Basin, and South Puget Sound Basin","The main basins of Puget Sound including Admiralty Inlet, Central Puget Sound, Whidbey Basin, and South Puget Sound.","Chinook salmon","Puget Sound","Mixed","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,1,"Puget Sound Chinook salmon"
"97","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound including Admiralty Inlet, Central Basin, Whidbey Basin, and South Puget Sound Basin","The main basins of Puget Sound including Admiralty Inlet, Central Puget Sound, Whidbey Basin, and South Puget Sound.","steelhead","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,1,"Puget Sound steelhead"
"98","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound including Admiralty Inlet, Central Basin, Whidbey Basin, and South Puget Sound Basin","The main basins of Puget Sound including Admiralty Inlet, Central Puget Sound, Whidbey Basin, and South Puget Sound.","steelhead","Puget Sound","Mixed","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,1,"Puget Sound steelhead"
"99","17077-3R","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"Renew: Identifying habitat characteristics that support native fish in the Delta and Suisun Marsh","John","Durand","University of California at Davis",99999999,"N/A","N/A","San Francisco Estuary","Sherman Island

USGS Quadrangles: Antioch North, Jersey Island","Chinook salmon","Central Valley spring-run","N/A","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Seine, Beach",5,0,"Central Valley spring-run Chinook salmon"
"100","17077-3R","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"Renew: Identifying habitat characteristics that support native fish in the Delta and Suisun Marsh","John","Durand","University of California at Davis",99999999,"N/A","N/A","San Francisco Estuary","Sherman Island

USGS Quadrangles: Antioch North, Jersey Island","Chinook salmon","Sacramento River winter-run","Winter","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Seine, Beach",5,0,"Sacramento River winter-run Chinook salmon"
"101","17077-3R","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"Renew: Identifying habitat characteristics that support native fish in the Delta and Suisun Marsh","John","Durand","University of California at Davis",99999999,"N/A","N/A","San Francisco Estuary","Sherman Island

USGS Quadrangles: Antioch North, Jersey Island","steelhead","California Central Valley","N/A","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Seine, Beach",5,0,"California Central Valley steelhead"
"102","17077-3R","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"Renew: Identifying habitat characteristics that support native fish in the Delta and Suisun Marsh","John","Durand","University of California at Davis",99999999,"N/A","N/A","San Francisco Estuary","Sherman Island

USGS Quadrangles: Antioch North, Jersey Island","green sturgeon","Southern DPS","N/A","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Boat",5,0,"Southern DPS green sturgeon"
"103","17219-3R","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"Renew: Research on population dynamics, life history, fish-habitat relationships, and modeling to support conservation of coastal salmonid populations in California.",NA,NA,"NMFS Southwest Fisheries Science Center",99999999,"N/A","N/A","several coastal streams throughout California","Study 3. Studies on coastal salmonid populations in California.

Location: Several coastal streams throughout California","steelhead","South-Central California Coast","N/A","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",1000,25,"South-Central California Coast steelhead"
"104","17351-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"Renew: Implementation of biological monitoring and research under Green Diamond Resource Company's Aquatic Habitat Conservation Plan",NA,NA,"Green Diamond Resource Company",99999999,"N/A","N/A","Ah Pah Creek, South Fork Ah Pah Creek, Hunter Creek, Little Surpur Creek, and potentially others on GDRCo ownership.","Projects/activities conducted in this basin may include P#1-fish occupancy surveys (OS), P#3- summer juvenile salmonid population estimates (SSE) and P#4-spawner surveys (SS). APPS_ProjectLocations_LowerKlamath.pdf","coho salmon","Southern Oregon/Northern California Coast","N/A","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",640,13,"Southern Oregon/Northern California Coast coho salmon"
"105","17351-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"Renew: Implementation of biological monitoring and research under Green Diamond Resource Company's Aquatic Habitat Conservation Plan",NA,NA,"Green Diamond Resource Company",99999999,"N/A","N/A","Ah Pah Creek, South Fork Ah Pah Creek, Hunter Creek, Little Surpur Creek, and potentially others on GDRCo ownership.","Projects/activities conducted in this basin may include P#1-fish occupancy surveys (OS), P#3- summer juvenile salmonid population estimates (SSE) and P#4-spawner surveys (SS). APPS_ProjectLocations_LowerKlamath.pdf","coho salmon","Southern Oregon/Northern California Coast","N/A","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",60,1,"Southern Oregon/Northern California Coast coho salmon"
"106","17351-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"Renew: Implementation of biological monitoring and research under Green Diamond Resource Company's Aquatic Habitat Conservation Plan",NA,NA,"Green Diamond Resource Company",99999999,"N/A","N/A","Ah Pah Creek, South Fork Ah Pah Creek, Hunter Creek, Little Surpur Creek, and potentially others on GDRCo ownership.","Projects/activities conducted in this basin may include P#1-fish occupancy surveys (OS), P#3- summer juvenile salmonid population estimates (SSE) and P#4-spawner surveys (SS). APPS_ProjectLocations_LowerKlamath.pdf","coho salmon","Southern Oregon/Northern California Coast","N/A","Natural","Juvenile","Male and Female","Observe/Harass","Snorkel/Dive surveys",60,0,"Southern Oregon/Northern California Coast coho salmon"
"107","17798-2R","NMFS 10a1A Salmon","Application Complete","Issued",2018-02-13,2022-12-31,2018-02-13,2022-12-31,"Renew: Assessment of Chemicals of Emerging Concern on Chinook salmon",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound river estuaries and bays","Deschutes, Duwamish, Nisqually, Puyallup, Skagit, Snohomish, and Stillaguamish estuaries; Port Madison; Shilshole Bay; and Sinclair Inlet.","Chinook salmon","Puget Sound","Fall","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",140,0,"Puget Sound Chinook salmon"
"108","17877-3R","NMFS BiOp DTA","Application Complete","Issued",2020-12-22,2030-12-31,2021-01-01,2030-12-31,"Renew: Trinity River Restoration Program - Restoration Effectiveness & Implementation Monitoring",NA,NA,"Bureau of Reclamation",99999999,"N/A","N/A","Trinity River","Trinity River and tributaries from Lewiston Dam to Weitchpec","coho salmon","Southern Oregon/Northern California Coast","N/A","Natural","Juvenile","Male and Female","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Net, Fyke",2500,25,"Southern Oregon/Northern California Coast coho salmon"
"109","18696-5M","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-01,2024-12-31,2021-04-01,2024-12-31,"Renew: Hells Canyon Reach Monitoring -  Investigations for Snake River White Sturgeon and Bull Trout","James","Chandler","Idaho Power Company",99999999,"N/A","N/A","Snake River","Snake River from RM 247.7 (Hells Canyon Dam) downstream to RM 108.0 (just upstream of Lower Granite Dam).","Chinook salmon","Snake River fall-run","Fall","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Net, Plankton",75,10,"Snake River fall-run Chinook salmon"
"110","18696-5M","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-01,2024-12-31,2021-04-01,2024-12-31,"Renew: Hells Canyon Reach Monitoring -  Investigations for Snake River White Sturgeon and Bull Trout","James","Chandler","Idaho Power Company",99999999,"N/A","N/A","Snake River","Snake River from RM 247.7 (Hells Canyon Dam) downstream to RM 108.0 (just upstream of Lower Granite Dam).","Chinook salmon","Snake River fall-run","Fall","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Net, Plankton",75,10,"Snake River fall-run Chinook salmon"
"111","18696-5M","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-01,2024-12-31,2021-04-01,2024-12-31,"Renew: Hells Canyon Reach Monitoring -  Investigations for Snake River White Sturgeon and Bull Trout","James","Chandler","Idaho Power Company",99999999,"N/A","N/A","Snake River","Snake River from RM 247.7 (Hells Canyon Dam) downstream to RM 108.0 (just upstream of Lower Granite Dam).","Chinook salmon","Snake River spring/summer-run","Spring/Summer","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Net, Plankton",75,10,"Snake River spring/summer-run Chinook salmon"
"112","18696-5M","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-01,2024-12-31,2021-04-01,2024-12-31,"Renew: Hells Canyon Reach Monitoring -  Investigations for Snake River White Sturgeon and Bull Trout","James","Chandler","Idaho Power Company",99999999,"N/A","N/A","Snake River","Snake River from RM 247.7 (Hells Canyon Dam) downstream to RM 108.0 (just upstream of Lower Granite Dam).","Chinook salmon","Snake River spring/summer-run","Spring/Summer","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Net, Plankton",75,10,"Snake River spring/summer-run Chinook salmon"
"113","18696-5M","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-01,2024-12-31,2021-04-01,2024-12-31,"Renew: Hells Canyon Reach Monitoring -  Investigations for Snake River White Sturgeon and Bull Trout","James","Chandler","Idaho Power Company",99999999,"N/A","N/A","Snake River","Snake River from RM 247.7 (Hells Canyon Dam) downstream to RM 108.0 (just upstream of Lower Granite Dam).","sockeye salmon","Snake River","N/A","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Net, Plankton",4,1,"Snake River sockeye salmon"
"114","18696-5M","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-01,2024-12-31,2021-04-01,2024-12-31,"Renew: Hells Canyon Reach Monitoring -  Investigations for Snake River White Sturgeon and Bull Trout","James","Chandler","Idaho Power Company",99999999,"N/A","N/A","Snake River","Snake River from RM 247.7 (Hells Canyon Dam) downstream to RM 108.0 (just upstream of Lower Granite Dam).","steelhead","Snake River Basin","Summer","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Net, Plankton",50,10,"Snake River Basin steelhead"
"115","18906-2R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-30,2024-12-31,2020-03-30,2024-12-31,"Renew: Beach Seine Surveys for Restoration Projects at Bowman Bay, Fidalgo Bay, Hidden Beach, and Cornet Bay.",NA,NA,"Northwest Straits Foundation",99999999,"North Puget Sound","N/A","Bowman Bay","Five sites on the eastern shore of Bowman Bay within Deception Pass State Park.","steelhead","Puget Sound","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",10,1,"Puget Sound steelhead"
"116","18906-2R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-30,2024-12-31,2020-03-30,2024-12-31,"Renew: Beach Seine Surveys for Restoration Projects at Bowman Bay, Fidalgo Bay, Hidden Beach, and Cornet Bay.",NA,NA,"Northwest Straits Foundation",99999999,"North Puget Sound","N/A","Fidalgo Bay","Three sites on the northeastern shore of Fidalgo Bay at NW March's Point.  Three sites at Weaverling Spit, and three sites at the Custom Plywood cleanup site, all located on northwestern shore of Fidalgo Bay.","steelhead","Puget Sound","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",2,0,"Puget Sound steelhead"
"117","18906-2R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-30,2024-12-31,2020-03-30,2024-12-31,"Renew: Beach Seine Surveys for Restoration Projects at Bowman Bay, Fidalgo Bay, Hidden Beach, and Cornet Bay.",NA,NA,"Northwest Straits Foundation",99999999,"Whidbey Basin","N/A","Cornet Bay","10 sites on the northeast shoreline of Cornet Bay","steelhead","Puget Sound","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",20,0,"Puget Sound steelhead"
"118","18906-2R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-30,2024-12-31,2020-03-30,2024-12-31,"Renew: Beach Seine Surveys for Restoration Projects at Bowman Bay, Fidalgo Bay, Hidden Beach, and Cornet Bay.",NA,NA,"Northwest Straits Foundation",99999999,"Whidbey Basin","N/A","Saratoga Passage","6 sites along the eastern shore of Whidbey Island, along the southern portion of S Hidden Beach Dr. in Greenbank, WA.","steelhead","Puget Sound","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",10,1,"Puget Sound steelhead"
"119","19263-2R","NMFS 10a1A Salmon","Application Complete","Issued",2019-09-25,2024-12-31,2020-01-01,2024-12-31,"Renew: Upper Salmon River basin fisheries research, management, and habitat restoration evaluations","Greg","Schoby","Idaho Department of Fish and Game",99999999,"N/A","N/A","Various","Throughout the Salmon River basin","Chinook salmon","Snake River spring/summer-run","Spring/Summer","Natural","Juvenile","Male and Female","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Electrofishing, Boat",10000,100,"Snake River spring/summer-run Chinook salmon"
"120","19320-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-31,2025-12-31,2021-03-31,2025-12-31,"Renew: Distribution, growth, and condition of juvenile and subadult salmonids in the central California Current Ecosystem.",NA,NA,"NMFS Southwest Fisheries Science Center",99999999,"N/A","N/A",NA,"Pacific Ocean off California, areas offshore: Smith River, Klamath River, Mussel Point, Trinidad Head, Eel River, Big Flat, Albion River, Gualala Point, Fort Ross, Tomales Bay, Bolinas Bay, Pillar Point, and Pidgeon Point. *Alternate method = beach seine.","Chinook salmon","Snake River spring/summer-run","Spring/Summer","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Intentional (Directed) Mortality","Trawl, Nordic Surface",2,0,"Snake River spring/summer-run Chinook salmon"
"121","19320-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-31,2025-12-31,2021-03-31,2025-12-31,"Renew: Distribution, growth, and condition of juvenile and subadult salmonids in the central California Current Ecosystem.",NA,NA,"NMFS Southwest Fisheries Science Center",99999999,"N/A","N/A",NA,"Pacific Ocean off California, areas offshore: Smith River, Klamath River, Mussel Point, Trinidad Head, Eel River, Big Flat, Albion River, Gualala Point, Fort Ross, Tomales Bay, Bolinas Bay, Pillar Point, and Pidgeon Point. *Alternate method = beach seine.","coho salmon","Central California Coast","N/A","Natural","Juvenile","Male and Female","Intentional (Directed) Mortality","Trawl, Nordic Surface",16,0,"Central California Coast coho salmon"
"122","19320-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-31,2025-12-31,2021-03-31,2025-12-31,"Renew: Distribution, growth, and condition of juvenile and subadult salmonids in the central California Current Ecosystem.",NA,NA,"NMFS Southwest Fisheries Science Center",99999999,"N/A","N/A",NA,"Pacific Ocean off California, areas offshore: Smith River, Klamath River, Mussel Point, Trinidad Head, Eel River, Big Flat, Albion River, Gualala Point, Fort Ross, Tomales Bay, Bolinas Bay, Pillar Point, and Pidgeon Point. *Alternate method = beach seine.","steelhead","California Central Valley","N/A","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Intentional (Directed) Mortality","Trawl, Nordic Surface",2,0,"California Central Valley steelhead"
"123","19738-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-06,2025-12-31,2021-01-01,2025-12-31,"Stream Type Surveys on Washington Department of Natural Resource Lands",NA,NA,"Washington Department of Natural Resources",99999999,"N/A","N/A","Sream that flow into the Puget Sound","Freshwater stream surveys on state managed lands in Whatcom, Skagit, Snohomish, and northern King Counties","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",10,1,"Puget Sound Chinook salmon"
"124","20047-2R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-24,2023-12-31,2019-05-24,2023-12-31,"Renew: Fish communities of seagrass-vegetated and unvegetated tideflats in Puget Sound and Willapa Bay, Washington","Jennifer","Ruesink","University of Washington",99999999,"Hood Canal","N/A","Lower Hood Canal","Marine zone of the Skokomish River delta","Chinook salmon","Puget Sound","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",50,1,"Puget Sound Chinook salmon"
"125","20047-2R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-24,2023-12-31,2019-05-24,2023-12-31,"Renew: Fish communities of seagrass-vegetated and unvegetated tideflats in Puget Sound and Willapa Bay, Washington","Jennifer","Ruesink","University of Washington",99999999,"Hood Canal","N/A","Port Gamble Bay","Intertidal zone of Port Gamble Bay","chum salmon","Hood Canal summer-run","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",100,2,"Hood Canal summer-run chum salmon"
"126","20047-2R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-24,2023-12-31,2019-05-24,2023-12-31,"Renew: Fish communities of seagrass-vegetated and unvegetated tideflats in Puget Sound and Willapa Bay, Washington","Jennifer","Ruesink","University of Washington",99999999,"North Puget Sound","N/A",NA,"Intertidal zone in north Puget Sound at Cherry Point, or (less likely) Fidalgo, Samish, Padilla, or Chuckanut Bay","bocaccio","Puget Sound/Georgia Basin DPS","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",10,1,"Puget Sound/Georgia Basin DPS bocaccio"
"127","20047-2R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-24,2023-12-31,2019-05-24,2023-12-31,"Renew: Fish communities of seagrass-vegetated and unvegetated tideflats in Puget Sound and Willapa Bay, Washington","Jennifer","Ruesink","University of Washington",99999999,"North Puget Sound","N/A",NA,"Intertidal zone in north Puget Sound at Cherry Point, or (less likely) Fidalgo, Samish, Padilla, or Chuckanut Bay","steelhead","Puget Sound","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",10,0,"Puget Sound steelhead"
"128","20047-2R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-24,2023-12-31,2019-05-24,2023-12-31,"Renew: Fish communities of seagrass-vegetated and unvegetated tideflats in Puget Sound and Willapa Bay, Washington","Jennifer","Ruesink","University of Washington",99999999,"South Puget Sound","N/A","North Bay, Case Inlet","Intertidal zone where eelgrass occurs in Rocky Bay and Vaughn","Chinook salmon","Puget Sound","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",50,1,"Puget Sound Chinook salmon"
"129","20104-2R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-21,2023-12-31,2019-05-21,2023-12-31,"Renew: Quantification of functional relationships between shellfish 
culture, burrowing shrimp & seagrass in U.S. west coast estuaries to inform regulatory decisions",NA,NA,"Pacific Shellfish Institute",99999999,"North Puget Sound","N/A","Samish Bay","Sites are located in the intertidal zone in eelgrass, bare mud habitat and oyster aquaculture habitat.","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Seine, Beach",100,1,"Puget Sound Chinook salmon"
"130","20104-2R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-21,2023-12-31,2019-05-21,2023-12-31,"Renew: Quantification of functional relationships between shellfish 
culture, burrowing shrimp & seagrass in U.S. west coast estuaries to inform regulatory decisions",NA,NA,"Pacific Shellfish Institute",99999999,"North Puget Sound","N/A","Samish Bay","Sites are located in the intertidal zone in eelgrass, bare mud habitat and oyster aquaculture habitat.","steelhead","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Seine, Beach",20,1,"Puget Sound steelhead"
"131","21837","NMFS 10a1A Salmon","Application Complete","Issued",2018-07-10,2022-12-31,2018-07-10,2022-12-31,"Seasonal movements and energy budgets of coastal cutthroat trout in the Willamette River","Jonathan","Armstrong","Oregon State University",99999999,"N/A","N/A","Willamette, Middle Fork Willamette, Coast Fork Willamette, Calapooia, Long Tom, Marys and Luckiamute Rivers","Willamette River upstream from the Santiam River confluence. Tributaries of the Willamette River to upstream major dams","Chinook salmon","Upper Willamette River","Spring","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Boat",39,1,"Upper Willamette River Chinook salmon"
"132","21837","NMFS 10a1A Salmon","Application Complete","Issued",2018-07-10,2022-12-31,2018-07-10,2022-12-31,"Seasonal movements and energy budgets of coastal cutthroat trout in the Willamette River","Jonathan","Armstrong","Oregon State University",99999999,"N/A","N/A","Willamette, Middle Fork Willamette, Coast Fork Willamette, Calapooia, Long Tom, Marys and Luckiamute Rivers","Willamette River upstream from the Santiam River confluence. Tributaries of the Willamette River to upstream major dams","Chinook salmon","Upper Willamette River","Spring","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Boat",540,16,"Upper Willamette River Chinook salmon"
"133","21837","NMFS 10a1A Salmon","Application Complete","Issued",2018-07-10,2022-12-31,2018-07-10,2022-12-31,"Seasonal movements and energy budgets of coastal cutthroat trout in the Willamette River","Jonathan","Armstrong","Oregon State University",99999999,"N/A","N/A","Willamette, Middle Fork Willamette, Coast Fork Willamette, Calapooia, Long Tom, Marys and Luckiamute Rivers","Willamette River upstream from the Santiam River confluence. Tributaries of the Willamette River to upstream major dams","steelhead","Upper Willamette River","Winter","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",15,0,"Upper Willamette River steelhead"
